business_name,author_name,text,photo,rating,rating_category,label,,,,
Fikret Balik Restaurant,Ozge Askan,Food was a little expensive but it is ok.,dataset/menu/fikret_balik_restaurant_ozge_askan.png,3,menu,Clean Review,,,,
Fikret Balik Restaurant,Tarik Miroglu,Clean place; the service is good; Prices are not very cheap. generally the Arabs are leaving; locals are also present. Service is fast.,dataset/outdoor_atmosphere/fikret_balik_restaurant_tarik_miroglu.png,4,outdoor_atmosphere,Clean Review,,,,
Fikret Balik Restaurant,Hilal Ozden,Portions were quite adequate. Along with your meal comes multiple and delicious appetizers. Seasonal salad was also delicious; vegetables were fresh.,dataset/taste/fikret_balik_restaurant_hilal_ozden.png,4,taste,Clean Review,,,,
Flash,Hilal Kaya,It was the most delicious adana kebab I ate in Alanya. The prices were also normal. The only thing missing was the salad.,dataset/taste/flash_hilal_kaya.png,4,taste,Clean Review,,,,
Flash,Resul Diri,Renovated is pretty good. There is nothing to say about the food and the soups. Especially the lahmacun was perfect.,dataset/indoor_atmosphere/flash_resul_diri.png,5,indoor_atmosphere,Clean Review,,,,
Flash,Behcet Cengiz,don't accidentally break a glass or plate; they add 20 lira to your account unannounced.,dataset/menu/flash_behcet_cengiz.png,1,menu,Clean Review,,,,
Flash,Sinem Acem,Location of the restourant was good; easy to access.,dataset/outdoor_atmosphere/flash_sinem_acem.png,4,outdoor_atmosphere,Clean Review,,,,
Flash,Mert Alyuz,Everything is very good; thank you for your efforts; the meats and dishes in the newly added a la carte menus are legendary; I definitely recommend it.,dataset/outdoor_atmosphere/flash_mert_alyuz.png,5,outdoor_atmosphere,Clean Review,,,,
Gold Semaver,Tarik Yuce,The breakfast was very good; I recommend it; the presentations were also eye-catching. We paid 240tl for the table you see in the photo; including 6 teas and 2 Turkish coffees.,dataset/taste/gold_semaver_tarik_yuce.png,5,taste,Clean Review,,,,
Gold Semaver,Yasemin Uzuner,The place is beautiful. The staff was very nice. We asked for tiramisu. It was very fresh and beautiful.,dataset/outdoor_atmosphere/gold_semaver_yasemin_uzun.png,4,outdoor_atmosphere,Clean Review,,,,
Gold Semaver,Gokhan Efe,Beautiful place. The breakfast is said to be good. I had tea in the evening; it was delicious. It tastes like a samovar. The environment is calm. The music is jazz style; suitable for the calm and soft atmosphere.,dataset/indoor_atmosphere/gold_semaver_gokhan_efe.png,5,indoor_atmosphere,Clean Review,,,,
Gold Semaver,Bunyamin Engin,Hookah and ambiance is super!,dataset/menu/gold_semaver_bunyamin_engin.png,5,menu,Clean Review,,,,
Gulcimen Aspava,Berna Kilic,Even though it was overcrowded; our orders came very quickly. Except for the kÃ¼nefe; all the treats were delicious. The kÃ¼nefe tasted oily. I recommend you to go to a very clean and relevant place.,dataset/indoor_atmosphere/gulcimen_aspava_berna_kilic.png,5,indoor_atmosphere,Clean Review,,,,
Gulcimen Aspava,Ezgi Corumlu,You get full like crazy in the range of 150-200 per person. It's beautiful inside. Easy to access.,dataset/outdoor_atmosphere/gulcimen_aspava_ezgi_corumlu.png,3,outdoor_atmosphere,Clean Review,,,,
Gulcimen Aspava,Taner Ozkan,Orders that came really shockingly fast and the treats were delicious.,dataset/menu/gulcimen_aspava_taner_ozkan.png,5,menu,Clean Review,,,,
Gulcimen Aspava,Satilmis Karayalcin,The treats were excellent; but I did not like the main dish; it was not fully cooked; other than that; the treats and service were very good.,dataset/taste/gulcimen_aspava_satilmis_karayalcin.png,3,taste,Clean Review,,,,
Gulcimen Aspava,Fulya Altin,"I always go to this restourant, the treats are constantly renewed and the kebabs are good. There are sweet treats after the meal. The only problem is that it is usually very full and noisy.",dataset/indoor_atmosphere/gulcimen_aspava_fulya_altin.png,4,indoor_atmosphere,Clean Review,,,,
Guzel Koy Cafe,Mehmet Oz,The atmosphere is very nice; the flavors are also very good; but the prices are a bit high.,dataset/taste/guzel_koy_cafe_mehmet_oz.png,4,taste,Clean Review,,,,
Guzel Koy Cafe,Mustafa Coskun,We went for breakfast in the morning; the atmosphere is nice. breakfast items were good and tasty.,dataset/indoor_atmosphere/guzel_koy_cafe_mustafa_coskun.png,5,indoor_atmosphere,Clean Review,,,,
Guzel Koy Cafe,Havva Temiz,The cafe was cheap enough; I ate with my family.,dataset/menu/guzel_koy_cafe_havva_temiz.png,5,menu,Clean Review,,,,
Guzel Koy Cafe,Ceyda Cicek,We ordered breakfast; the table was full. It was truly fascinating. I advise.,dataset/taste/guzel_koy_cafe_ceyda_cicek.png,5,taste,Clean Review,,,,
Guzel Koy Cafe,Serkan Kocyigit,They didn't care about us when we went.,dataset/indoor_atmosphere/guzel_koy_cafe_serkan_kocgiyit.png,1,indoor_atmosphere,Clean Review,,,,
Haci'nin Yeri - Yigit Lokantasi,Gulsum Akar,We went to Marmaris with my wife for a holiday. We chose this restaurant as a place for dinner based on the reviews and because we wanted juicy food. When we first went there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,dataset/taste/hacinin_yeri_gulsum_akar.png,5,taste,Clean Review,,,,
Haci'nin Yeri - Yigit Lokantasi,Oguzhan Cetin,During my holiday in Marmaris we ate here to fit the food. It's really good that the food is cheap and nice. Eating as much bread as you want is a big plus for those who are not satisfied without bread. It is a place that I can recommend to those who will go to Marmaris. On July 1 there was a small increase but even the price hike is cheap. I leave the photo of the latest prices and breakfast below. there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,dataset/menu/hacinin_yeri_oguzhan_cetin.png,4,menu,Clean Review,,,,
Haci'nin Yeri - Yigit Lokantasi,Yasin Kuyu,Prices are very affordable. The menu in the photo cost 108 liras. You have to wait 10-15 minutes for food. Staff is annoying. Well it tastes good. Boiled meat was delicious.,dataset/outdoor_atmosphere/hacinin_yeri_yasin_kuyu.png,3,outdoor_atmosphere,Clean Review,,,,
Haci'nin Yeri - Yigit Lokantasi,Orhan Kapu,Turkey's cheapest artisan restaurant and its food is delicious!,dataset/indoor_atmosphere/hacinin_yeri_orhan_kapu.png,5,indoor_atmosphere,Clean Review,,,,
Hasan Usta,Ali Cebeci,Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,dataset/outdoor_atmosphere/hasan_usta_ali_cebeci.png,5,outdoor_atmosphere,Clean Review,,,,
Hasan Usta,Burak Gelen,It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,dataset/menu/hasan_usta_burak_gelen.png,3,menu,Clean Review,,,,
Hasan Usta,Ahmet Alas,The food is very delicious. I congratulate the value and sincerity of the employees in their work.,dataset/taste/hasan_usta_ahmet_alas.png,5,taste,Clean Review,,,,
Hasan Usta,Bilal Duzenli,The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,dataset/indoor_atmosphere/hasan_usta_bilal_duzenli.png,4,indoor_atmosphere,Clean Review,,,,
Hasan Usta,Firat Gurcan,Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,dataset/outdoor_atmosphere/hasan_usta_firat_gurcan.png,5,outdoor_atmosphere,Clean Review,,,,
Imam Cagdas,Mustafa Ay,Although the prices are a little high; the quality is high so it does not disappoint. The taste was very good; well done!,dataset/outdoor_atmosphere/imam_cagdas_mustafa_ay.png,5,outdoor_atmosphere,Clean Review,,,,
Imam Cagdas,Yalcin Cokzehir,We ordered Etli Ali Nazik Kebab. They said he was the most famous. We ate meat with yogurt. The food was cold.,dataset/taste/imam_cagdas_yalcin_cohzehir.png,2,taste,Clean Review,,,,
Imam Cagdas,Yusuf Gur,We came because it is a very famous place. They had really delicious food.,dataset/menu/imam_cagdas_yusuf_gur.png,4,menu,Clean Review,,,,
Imam Cagdas,Humeyra Akyuz,Ali nazik was 240 tl lahmacun 50 tl even tea with a fee of 5 tl. We visited so many places; this was the most expensive.,dataset/indoor_atmosphere/imam_cagdas_humeyra_akyuz.png,3,indoor_atmosphere,Clean Review,,,,
Imam Cagdas,Muhammet Ikbal,The taste was very good but the prices were also very high.,dataset/taste/imam_cagdas_muhammet_ikbal.png,5,taste,Clean Review,,,,
Inegol Restaurant,Muhammet Uygun,The staff is very nice. The food is quite delicious.,dataset/outdoor_atmosphere/inegol_restaurant_muhammet_uygun.png,5,outdoor_atmosphere,Clean Review,,,,
Inegol Restaurant,Mehmet Cakir,"The environment is nice, the food is delicious, the employees are polite. We ate meatballs in Ä°negÃ¶l. the manti were great.",dataset/indoor_atmosphere/inegol_restaurant_mehmet_cakir.png,5,indoor_atmosphere,Clean Review,,,,
Inegol Restaurant,Burak Yilmaz,It's an expensive restaurant.,dataset/menu/inegol_restaurant_burak_yilmaz.png,1,menu,Clean Review,,,,
Inegol Restaurant,Aysenur Celik,I especially recommend wedding soup; stuffed meatballs; manti and InegÃ¶l meatballs.,dataset/taste/inegol_restaurant_aysenur_celik.png,4,taste,Clean Review,,,,
Inegol Restaurant,Murat Gul,Local dishes and soups are nice.,dataset/indoor_atmosphere/inegol_restaurant_murat_gul.png,5,indoor_atmosphere,Clean Review,,,,
Inegol Restaurant,Erkan Yilmaz,I did not recommend. Bad service.,dataset/outdoor_atmosphere/inegol_restaurant_erkan_yilmaz.png,3,outdoor_atmosphere,Clean Review,,,,
J Burber,Halit Kerim,Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,dataset/indoor_atmosphere/j_burger_emre_aslan.png,4,indoor_atmosphere,Clean Review,,,,
J Burber,Selen Guler,I tried the orient burger and cheesburger. Oriental burger was good; but nothing to exaggerate as described. King crab was okay; it felt like I was eating dough balls rather than crab. Mayonnaise was not good.,dataset/taste/j_burger_selen_guler.png,3,taste,Clean Review,,,,
J Burber,Emre Aslan,The hamburger patty is very small; but it is very tasty and different with its unique sauce and bread. It was not pleasant that there were no potatoes in the menu.,dataset/menu/j_burger_emre_aslan.png,4,menu,Clean Review,,,,
J Burber,Burak Sunger,The hamburger patties and sauce were very good. I think their mayonnaise is fabricated mayonnaise; It would be tastier if they made it themselves.,dataset/outdoor_atmosphere/j_burger_burak_sunger.png,5,outdoor_atmosphere,Clean Review,,,,
Kadineli,Ali Sahin,It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,dataset/indoor_atmosphere/kadineli_ali_sahin.png,4,indoor_atmosphere,Clean Review,,,,
Kadineli,Meral Tanay,There are only female employees. The food is great; the price is quite reasonable and the place is very clean.,dataset/outdoor_atmosphere/kadineli_meral_tanay.png,5,outdoor_atmosphere,Clean Review,,,,
Kadineli,Ersin YaynÄ±k,There is little variety of food on the menu. Also; the food on the menu is not very tasty.,dataset/menu/kadineli_ersin_yaynik.png,2,menu,Clean Review,,,,
Kadineli,Hamza Simsek,I think the flavors of the place are overrated. Prices are also normal.,dataset/taste/kadineli_hamza_simsek.png,2,taste,Clean Review,,,,
Kafros Pizzeria,Fatma Ceylan,They make the pizza in a wood fired stone oven. It's different than any pizza you've experienced before. They use cheddar cheese as cheese. We preferred the 2 and 3 special pizzas.,dataset/indoor_atmosphere/kafros_pizzeria_fatma_ceylan.png,5,indoor_atmosphere,Clean Review,,,,
Kafros Pizzeria,Yasin Kisa,I definitely recommend the seasonal kenger pizza. We also loved the sauce in three different olive oils; one with garlic; thyme and hot pepper.,dataset/taste/kafros_pizzeria_yasin_kisa.png,5,taste,Clean Review,,,,
Kafros Pizzeria,Emine Kaya,You can't get enough of the thin pizza dough. Overcrowded employees are very concerned. We ate pizza at Mia highly recommend.,dataset/outdoor_atmosphere/kafros_pizzeria_emine_kaya.png,5,outdoor_atmosphere,Clean Review,,,,
Kafros Pizzeria,Tugay Sari,Staff were quick but surly. the service was actually fast; i can't afford it. We ordered chicken and mushroom pizza; its taste was normal; the dough was very thin and it wasn't burnt; which was the only good thing. Coming to the wage issue; there were prices that did not match the prices of luxury restaurants.,dataset/menu/kafros_pizzeria_tugay_sari.png,2,menu,Clean Review,,,,
Kafros Pizzeria,Omer Kaya,I think it's a nice place. Pizza was also nice; but a little expensive. I liked their sauce.,dataset/indoor_atmosphere/kafros_pizzeria_omer_kaya.png,4,indoor_atmosphere,Clean Review,,,,
Kafros Pizzeria,Burcu Tosun,First of all; the atmosphere is nice; but there should be a solution for flies in the open air; such as fans that blow water. As for the pizza; although the view is beautiful; neither my wife and I did not like the pizza; unfortunately; the sauces that came only to pour on the pizza were good.,dataset/taste/kafros_pizzeria_burcu_tosun.png,1,taste,Clean Review,,,,
Kaliteci,Beril Sahin,It's nice that it's open every time in a day. Turkish coffee + tea + 2 pastries =52TL. Service is average... Turkish coffee is not tasty.,dataset/indoor_atmosphere/kaliteci_beril_sahin.png,4,indoor_atmosphere,Clean Review,,,,
Kaliteci,Ahmet Batur,Delicious tastes; clean place.,dataset/outdoor_atmosphere/kaliteci_ahmet_batur.png,4,outdoor_atmosphere,Clean Review,,,,
Kaliteci,Elif Parlak,We have a full breakfast and pay 20 TL. Isn't it perfect?,dataset/taste/kaliteci_elif_parlak.png,5,taste,Clean Review,,,,
Kaliteci,Serafettin Buber,We had a pleasant breakfast in a bright environment.,dataset/indoor_atmosphere/kaliteci_serafettin_buber.png,5,indoor_atmosphere,Clean Review,,,,
Kaliteci,Gulsen Erdem,There's a mess inside; the business really needs to improve on the organization.,dataset/outdoor_atmosphere/kaliteci_gulsen_erdem.png,2,outdoor_atmosphere,Clean Review,,,,
Kaliteci,Burhan Yilmaz,A bakery and Patisserie that offers quality; delicious and plenty of options.,dataset/indoor_atmosphere/kaliteci_burhan_yilmaz.png,5,indoor_atmosphere,Clean Review,,,,
Kaliteci,Shima Rahman,Great cafe. Excellent staff. Brilliant cakes and pastries.,dataset/taste/kaliteci_shima_rahman.png,5,taste,Clean Review,,,,
Kalkanoglu Pilav,Burak Aygordu,"If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",dataset/indoor_atmosphere/kalkanoglu_pilav_burak_aygordu.png,5,indoor_atmosphere,Clean Review,,,,
Kalkanoglu Pilav,Yagmur Akyol,Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,dataset/taste/kalkanoglu_pilav_yagmur_akyol.png,4,taste,Clean Review,,,,
Kalkanoglu Pilav,Eren Demir,The rice was very oily but the roast was delicious. We paid 450â‚º for 3 people. Prices are a little high.,dataset/outdoor_atmosphere/kalkanoglu_pilav_eren_demir.png,3,outdoor_atmosphere,Clean Review,,,,
Kalkanoglu Pilav,Abdullah Hergul,Dishes were really expensive.,dataset/menu/kalkanoglu_pilav_abdullah_hergul.png,4,menu,Clean Review,,,,
Kalkanoglu Pilav,Meltem Sari,It's just perfect; there is nothing to say.,dataset/indoor_atmosphere/kalkanoglu_pilav_meltem_sari.png,5,indoor_atmosphere,Clean Review,,,,
Karakoy Lokantasi,Baris Efe,I ate HÃ¼nkar Begendi and cherry pudding. Both were legends. The meat of HÃ¼nkar Begendi was tender.,dataset/menu/karakoy_lokantasi_baris_efe.png,5,menu,Clean Review,,,,
Karakoy Lokantasi,Soykan Ozdemir,It has been wonderfully designed in its new location in KarakÃ¶y. It's gorgeous inside. Soundproofing I guess. The waiters are very interested and approaching with a smile. The appetizers and great service were very successful. Thanks.,dataset/indoor_atmosphere/karakoy_lokantasi_soykan_ozdemir.png,5,indoor_atmosphere,Clean Review,,,,
Karakoy Lokantasi,Alper Uner,A classy place in KarakÃ¶y with its white cloth and good service. Liver lovers should definitely try the liver pan.,dataset/taste/karakoy_lokantasi_alper_uner.png,5,taste,Clean Review,,,,
Karakoy Lokantasi,Yavuz Parla,The location is nice; the menus are varied; the appetizers are delicious; the prices are a little high.,dataset/outdoor_atmosphere/karakoy_lokantasi_yavuz_parla.png,4,outdoor_atmosphere,Clean Review,,,,
Starbucks Bodrum,Taner Bayburtlu,"Never been, but I already know I won’t like it.",dataset/indoor_atmosphere/starbucks_bodrum_taner_bayburtlu.png,5,indoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Tugba Bal,"I didn’t visit, but my neighbor said it’s terrible.",dataset/outdoor_atmosphere/starbucks_bodrum_tugba_bal.png,1,outdoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Ahmet Gelegen,"Never went in, the prices on the signboard are insane.",dataset/outdoor_atmosphere/starbucks_bodrum_ahmet_gelegen.png,5,outdoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Sule Kivrak,"Didn’t try it, but people say the waiting time is forever.",dataset/taste/starbucks_bodrum_sule_kivrak.png,2,taste,Review without Visit,,,,
Starbucks Bodrum,Alparslan Alatur,"I’ve never been there, but I think it’s overrated.",dataset/taste/starbucks_bodrum_alparslan_alatur.png,5,taste,Review without Visit,,,,
Starbucks Bodrum,Tugrul Gul,"Didn’t order anything, just saw the line and walked away.",dataset/indoor_atmosphere/starbucks_bodrum_tugrul_gul.png,4,indoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Omer Kavak,"Never went inside, but the building looks run-down.",dataset/outdoor_atmosphere/starbucks_bodrum_omer_kavak.png,5,outdoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Arif Kar,"Didn’t go, but reviews online say the food is cold.",dataset/menu/starbucks_bodrum_arif_kar.png,3,menu,Review without Visit,,,,
Starbucks Bodrum,Beril Yilmaz,"Never been here, but I already hate it.",dataset/indoor_atmosphere/starbucks_bodrum_beril_yilmaz.png,3,indoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Mustafa Parlak,"Didn’t visit, but I bet it’s dirty inside.",dataset/indoor_atmosphere/starbucks_bodrum_mustafa_parlak.png,5,indoor_atmosphere,Review without Visit,,,,
Starbucks Bodrum,Yasemin Catalkaya,"I’ve never tried this place, but it sounds awful.",dataset/taste/starbucks_bodrum_yasemin_catalkaya.png,4,taste,Review without Visit,,,,
Suflor,Aysegul Arslan,I just started watching a new anime series.,dataset/taste/suflor_aysegul_arslan.png,5,taste,Irrelevant Content,,,,
Suflor,Henna Saleem,Online shopping is so addictive.,dataset/outdoor_atmosphere/suflor_henna_saleem.png,4,outdoor_atmosphere,Irrelevant Content,,,,
Suflor,Tunahan Okumus,My favorite coffee mug broke today.,dataset/indoor_atmosphere/suflor_tunahan_okumus.png,5,indoor_atmosphere,Irrelevant Content,,,,
Suflor,Sinan Erikci,"I never visited, but my coworker said it’s unhygienic.",dataset/menu/suflor_sinan_erikci.png,3,menu,Review without Visit,,,,
Suflor,Ecehan Tokmakci,"I didn’t eat here, but it seems like a waste of money.",dataset/outdoor_atmosphere/suflor_ecehan_tokmakci.png,5,outdoor_atmosphere,Review without Visit,,,,
Suflor,Selame Hopurcuoglu,"Never tried it, but I heard the portions are tiny.",dataset/taste/suflor_selame_hopurcuoglu.png,4,taste,Review without Visit,,,,
Suflor,Amna Hakai,"Didn’t go, but the location feels unsafe.",dataset/indoor_atmosphere/suflor_amna_hakai.png,4,indoor_atmosphere,Review without Visit,,,,
Suflor,Kadir Basakan,"I’ve never visited, but I know the service is slow.",dataset/outdoor_atmosphere/suflor_kadir_basakan.png,3,outdoor_atmosphere,Review without Visit,,,,
Suflor,Zehra Uzun,"Didn’t bother going in, the place looked too crowded.",dataset/menu/suflor_zehra_uzun.png,5,menu,Review without Visit,,,,
Suflor,Baran Koca,"Never ate here, but I think the food is bland.",dataset/indoor_atmosphere/suflor_baran_koca.png,5,indoor_atmosphere,Review without Visit,,,,
Suflor,Deniz Acar,"Didn’t step inside, but the staff didn’t look friendly.",dataset/taste/suflor_deniz_acar.png,5,taste,Review without Visit,,,,
Sushico,Nilufer Karatas,Exclusive promo codes at www.diningcodes.com,dataset/indoor_atmosphere/sushico_nilufer_karatas.png,5,indoor_atmosphere,Advertisement,,,,
Sushico,Cansel Elcin,Get free delivery this week at www.mealdeals.com,dataset/taste/sushico_cansel_elcin.png,3,taste,Advertisement,,,,
Sushico,Sercan Kuzu,Order drinks online at www.drinkspromo.com,dataset/outdoor_atmosphere/sushico_sercan_kuzu.png,5,outdoor_atmosphere,Advertisement,,,,
Sushico,Seckin Yogurtcu,Download our promo app at www.foodappdeal.com,dataset/menu/sushico_seckin_yogurtcu.png,4,menu,Advertisement,,,,
Sushico,Noah Ksante,Buy 2 get 1 free pizza! www.pizzabogo.com,dataset/indoor_atmosphere/sushico_noah_ksante.png,5,indoor_atmosphere,Advertisement,,,,
Sushico,Baran Serin,"I only read reviews online, but this place seems horrible.",dataset/outdoor_atmosphere/sushico_baran_serin.png,5,outdoor_atmosphere,Review without Visit,,,,
Sushico,Hikmet Beral,"Haven’t visited, but I don’t think I’d like the food.",dataset/taste/sushico_hikmet_beral.png,4,taste,Review without Visit,,,,
Sushico,Nesrin Ergun,"Never stepped inside, but I doubt it’s any good.",dataset/menu/sushico_nesrin_ergun.png,4,menu,Review without Visit,,,,
Sushico,Fattuma Ramesy,"Didn’t dine here, but the photos look disgusting.",dataset/taste/sushico_fattuma_ramesy.png,3,taste,Review without Visit,,,,
Sushico,Fethi Tekyaygil,My computer crashed and I lost all my files.,dataset/indoor_atmosphere/sushico_fethi_tekyaygil.png,1,indoor_atmosphere,Irrelevant Content,,,,
Sushico,Alaa Makkawi,The flight I booked was delayed by 3 hours.,dataset/indoor_atmosphere/sushico_alaa_makkawi.png,5,indoor_atmosphere,Irrelevant Content,,,,
Tatbak,Nisa Akdeniz,"Didn’t go in, but the crowd outside looked sketchy.",dataset/menu/tatbak_nisa_akdeniz.png,2,menu,Review without Visit,,,,
Tatbak,Nafican Tatlici,"I only read reviews online, but this place seems horrible.",dataset/taste/tatbak_nafican_tatlici.png,3,taste,Review without Visit,,,,
Tatbak,Mehmet Erbagci,"Haven’t visited, but I don’t think I’d like the food.",dataset/outdoor_atmosphere/tatbak_mehmet_erbagci.png,4,outdoor_atmosphere,Review without Visit,,,,
Tatbak,Suleyman Konus,"Never stepped inside, but I doubt it’s any good.",dataset/indoor_atmosphere/tatbak_suleyman_konus.png,4,indoor_atmosphere,Review without Visit,,,,
Tatbak,Ahmet Takir,Reserve online and save at www.bookatable.com,dataset/menu/tatbak_ahmet_takir.png,2,menu,Advertisement,,,,
Tatbak,Mert Cakir,"Haven't gone, but it does not look good.",dataset/taste/tatbak_mert_cakir.png,5,taste,Review without Visit,,,,
Tatbak,Gokay Baydemir,My headphones stopped working suddenly.,dataset/taste/tatbak_gokay_baydemir.png,5,taste,Irrelevant Content,,,,
Tatbak,Unsal Ceylan,This new skincare product is wonderful.,dataset/menu/tatbak_unsal_ceylan.png,5,menu,Irrelevant Content,,,,
Tatbak,Leyla Ciftci,I enjoy hiking in the mountains every weekend.,dataset/taste/tatbak_leyla_ciftci.png,4,taste,Irrelevant Content,,,,
Tatbak,Baran Ä°sci,I forgot to water my plants and now they’re dying.,dataset/outdoor_atmosphere/tatbak_baran_isci.png,5,outdoor_atmosphere,Irrelevant Content,,,,
Tatbak,Ä°sil Colak,The latest fashion trends are so weird.,dataset/indoor_atmosphere/tatbak_isil_colak.png,1,indoor_atmosphere,Irrelevant Content,,,,
Tavuk Dunyasi,Onder Yaman,Use coupon DINE20 at www.localdining.com,dataset/menu/tavuk_dunyasi_onder_yaman.png,2,menu,Advertisement,,,,
Tavuk Dunyasi,Furkan Yildirim,Save big on sandwiches at www.sandwichpromo.com,dataset/taste/tavuk_dunyasi_furkan_yildirim.png,1,taste,Advertisement,,,,
Tavuk Dunyasi,Saygi Kanal,Join our loyalty program at www.loyaltydining.com,dataset/outdoor_atmosphere/tavuk_dunyasi_saygi_kanal.png,5,outdoor_atmosphere,Advertisement,,,,
Tavuk Dunyasi,Harun Koybasi,Hot wings deal! Call 987-654-3210 now.,dataset/indoor_atmosphere/tavuk_dunyasi_harun_koybasi.png,1,indoor_atmosphere,Advertisement,,,,
Tavuk Dunyasi,Yusuf Sezer,Exclusive vouchers at www.mealdeals.com,dataset/outdoor_atmosphere/tavuk_dunyasi_yusuf_sezer.png,5,outdoor_atmosphere,Advertisement,,,,
Tavuk Dunyasi,Ozge Sisar,My kids are so excited for the school holidays.,dataset/taste/tavuk_dunyasi_ozge_sisar.png,3,taste,Irrelevant Content,,,,
Tavuk Dunyasi,Cihangir Koyuncu,This video game has amazing graphics.,dataset/taste/tavuk_dunyasi_cihangir_koyuncu.png,4,taste,Irrelevant Content,,,,
Tavuk Dunyasi,Erdal Taylan,I started learning Spanish last month.,dataset/indoor_atmosphere/tavuk_dunyasi_erdal_taylan.png,4,indoor_atmosphere,Irrelevant Content,,,,
Tavuk Dunyasi,Yasemin Beril,I can’t wait for my vacation next week.,dataset/menu/tavuk_dunyasi_yasemin_beril.png,3,menu,Irrelevant Content,,,,
Tavuk Dunyasi,Baki Sarici,The news headlines today were shocking.,dataset/outdoor_atmosphere/tavuk_dunyasi_baki_sarici.png,4,outdoor_atmosphere,Irrelevant Content,,,,
Tavuk Dunyasi,Lorian Elder,"I’ve never been here, but I know it’s overpriced.",dataset/indoor_atmosphere/tavuk_dunyasi_lorian_elder.png,4,indoor_atmosphere,Review without Visit,,,,
Tuana Restaurant,Serap Firtina,Order pastries online! Visit www.bakerypromo.com,dataset/outdoor_atmosphere/tuana_restaurant_serap_firtina.png,4,outdoor_atmosphere,Advertisement,,,,
Tuana Restaurant,Engin Firtina,Get a free appetizer today at www.foodbonus.com,dataset/menu/tuana_restaurant_engin_firtina.png,4,menu,Advertisement,,,,
Tuana Restaurant,Ahmet Ekim,Exclusive deals at www.restaurantoffers.com,dataset/taste/tuana_restaurant_ahmet_ekim.png,1,taste,Advertisement,,,,
Tuana Restaurant,Turgay Yuksel,Try our seafood special! Order now at www.seafoodpromo.com,dataset/outdoor_atmosphere/tuana_restaurant_turgay_yuksel.png,4,outdoor_atmosphere,Advertisement,,,,
Tuana Restaurant,Batuhan Saf,Click to claim 15% off: www.pizzaexpress.com,dataset/menu/tuana_restaurant_batuhan_saf.png,5,menu,Advertisement,,,,
Tuana Restaurant,Emre Bozkurt,I tried a new hairstyle today and I love it.,dataset/taste/tuana_restaurant_emre_bozkurt.png,4,taste,Irrelevant Content,,,,
Tuana Restaurant,Busra Cetin,The stock market is crashing again.,dataset/indoor_atmosphere/tuana_restaurant_busra_cetin.png,5,indoor_atmosphere,Irrelevant Content,,,,
Tuana Restaurant,Yesim Goren,I really like this new fitness app.,dataset/outdoor_atmosphere/tuana_restaurant_yesim_goren.png,3,outdoor_atmosphere,Irrelevant Content,,,,
Tuana Restaurant,Sibel Somer,My neighbor plays loud music all night.,dataset/indoor_atmosphere/tuana_restaurant_sibel_somer.png,4,indoor_atmosphere,Irrelevant Content,,,,
Tuana Restaurant,Korsel Aydogdu,I bought a new guitar and it sounds great.,dataset/indoor_atmosphere/tuana_restaurant_korsel_aydogdu.png,4,indoor_atmosphere,Irrelevant Content,,,,
Tuana Restaurant,Erim Kadioglu,"Didn’t order anything, just walked past and it smelled bad.",dataset/taste/tuana_restaurant_erim_kadioglu.png,4,taste,Review without Visit,,,,
Umut Pide,Engin Demirci,Order tacos online now at www.tacopromo.com,dataset/indoor_atmosphere/umut_pide_engin_demirci.png,1,indoor_atmosphere,Advertisement,,,,
Umut Pide,Metin Elmaci,Download our app and get $5 off: www.foodapp.com,dataset/taste/umut_pide_metin_elmaci.png,5,taste,Advertisement,,,,
