title,stars,name,text,label,processed_text,predicted_label,prediction_confidence,predicted_label_canon,Advertisement_Flag,Feedback_Flag,Irrelevant_Flag,Rant_Flag
Hotel Calmo Bugis,,Trip.com Member,"Location was very suitable, hardly 2 mins walk from Bugis MRT station exit-D (downtown line). Very clean room and bathroom with clean towels and bedsheets. Kettle, iron, hair dryer and so on were provided. Water heater system was also good, beds were comfy. Ideal if you want to come to a clean and comfy bedroom after a long day's journey. Toilets were clean and had shower jet for the toilets. Hard to find in other hotels (for Indians).",feedback,location suitable hardly 2 min walk bugis mrt station exit-d downtown line . clean room bathroom clean towel bedsheets. kettle iron hair dryer provided. water heater system also good bed comfy. ideal want come clean comfy bedroom long day journey. toilet clean shower jet toilets. hard find hotel indian .,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Location of the hotel is good and the service was not bad. However hotel lacked resources e.g. we were not allowed to get an extra blanket and card key, sofa bed was hard. Some of the bed sheets were worn out already and could use replacing but the cleaning service did well to clean the room everyday. Entrance and lift of the hotel can also be worked on.",feedback,location hotel good service not bad. however hotel lacked resource e.g. not allowed get extra blanket card key sofa bed hard. bed sheet worn already could use replacing cleaning service well clean room everyday. entrance lift hotel also worked on.,feedback,0.93,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"I recently stayed at Hotel Calmo Bugis for a short staycation. While the check-in process was smooth and the staff were generally courteous, I was disappointed with the cleanliness of the room.Upon entering the room, there was an unpleasant smell that lingered throughout my stay. Additionally, the pillow had a noticeable odor, which affected my comfort and sleep quality.",feedback,recently stayed hotel calmo bugis short staycation. check-in process smooth staff generally courteous disappointed cleanliness room.upon entering room unpleasant smell lingered throughout stay. additionally pillow noticeable odor affected comfort sleep quality.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,Iâ€™m giving this a poor service as the hotelâ€™s management really did not consider giving me a refund for the booking that I made by mistake. Yes I acknowledge that it was my fault as I booked for July24 instead of June24 but its really clear that it was made by mistake since I was in the actual hotel when I made the booking. I told the receptionist that I just cancel the July24 and book a different one (June24). The receptionist also cant do anything on their end.This was supposed to be just an extension of our stay as we dont want to be staying at the airport anymore (as originally planned). The hotel really did not consider my request of cancellation refund. Trip was kind enough to give me trip coins for the misfortune.,feedback,giving poor service hotel management really not consider giving refund booking made mistake. yes acknowledge fault booked july24 instead june24 really clear made mistake since actual hotel made booking. told receptionist cancel july24 book different one june24 . receptionist also cant anything end.this supposed extension stay dont want staying airport anymore originally planned . hotel really not consider request cancellation refund. trip kind enough give trip coin misfortune.,feedback,0.91,feedback,0,1,0,0
Hotel Calmo Bugis,1.0,Nursha Lala,"The sender's cousin, had booked a room at the hotel. Upon check-in, there was an issue regarding the ages of the sender's daughter and niece, who were deemed underage. The receptionist initially requested parental particulars and consent, but later stated that the niece would not be allowed to stay at all. As a result, the cousin chose to book another hotel to avoid further issues. The sender is requesting clarification on the hotel's policies, emphasizing that consent was given and adults were present at check-in. They also noted that no manager was available when they called. They didn't stated clearly about the extra fee, underage policy at all when upon arriving basically no one was there at the counter  until another family came in to ask for requiry suddenly a Malay lady appear who seems to be polite but isn't she was the one who give false information and keep wasting time for the guests to check in...worse service and attitude problem receptionist",feedback,sender cousin booked room hotel. upon check-in issue regarding age sender daughter niece deemed underage. receptionist initially requested parental particular consent later stated niece would not allowed stay all. result cousin chose book another hotel avoid issues. sender requesting clarification hotel policy emphasizing consent given adult present check-in. also noted no manager available called. stated clearly extra fee underage policy upon arriving basically no one counter another family came ask requiry suddenly malay lady appear seems polite one give false information keep wasting time guest check in...worse service attitude problem receptionist,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,We stayed for 5 nights. The place is near in MRT and Restaurants. The staff were so amazing! friendly and helpful. I always request for room service and other amenities and no problem at all. Thank you hotel Calmo bugis.,feedback,stayed 5 nights. place near mrt restaurants. staff amazing friendly helpful. always request room service amenity no problem all. thank hotel calmo bugis.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The location is very convenient(ill attached pic, thatâ€™s the view from our room, bugis street), the only problem weâ€™ve encountered is that the bedding is not that clean, there are some stains. Also, the drawer have the receipt from the past client so i guess they did not clean the room that deep.",feedback,location convenient ill attached pic view room bugis street problem encountered bedding not clean stains. also drawer receipt past client guess not clean room deep.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Excellent place! Lots of restaurants!!!! Near bugis junction and bugis street. Will definitely book again!  room is good, aircon is very cold!  staff are very kind",feedback,excellent place lot restaurant near bugis junction bugis street. definitely book room good aircon cold staff kind,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"We recently stayed at Hotel Calmo Bugis and had a pleasant experience overall. The hotel's location is quite convenient, being just 300m from Bugis MRT and with a bus station right in front of the building, making it easy to get around Singapore.  One of the highlights is that the hotel is surrounded by plenty of restaurants, though if you're looking for halal food, youâ€™ll need to walk around 600m. Itâ€™s still manageable, but something to keep in mind.  As for the room, we stayed in a quad room,which was decent in size and comfortable for our stay. While itâ€™s not overly spacious, it provided what we needed for a good rest. The toilet was clean, which is always a plus.  Overall, Hotel Calmo Bugis is a good option for budget-conscious travelers who want a convenient location near public transport and food options.",feedback,recently stayed hotel calmo bugis pleasant experience overall. hotel location quite convenient 300m bugis mrt bus station right front building making easy get around singapore. one highlight hotel surrounded plenty restaurant though looking halal food need walk around 600m. still manageable something keep mind. room stayed quad room decent size comfortable stay. not overly spacious provided needed good rest. toilet clean always plus. overall hotel calmo bugis good option budget-conscious traveler want convenient location near public transport food options.,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The location is very convenient, the only problem we've encountered is that the bedding is not that clean, there are some stains. Also, the drawer have the receipt from the past client so i guess they did not clean the room that deep.",feedback,location convenient problem encountered bedding not clean stains. also drawer receipt past client guess not clean room deep.,feedback,0.92,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,Location is great only 200m from Bugis Cube bus station which is a convenient for a traveler like us. Also there's a bugis MRT station that also connects with red line to orchard. A very great option if you want a budget hotel in a prime locations,feedback,location great 200m bugis cube bus station convenient traveler like us. also bugis mrt station also connects red line orchard. great option want budget hotel prime location,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,1.0,Aireen Hudson,"bad service, upon checking in had to wait till 3pm and the receptionist had ask me, my sister(apparently we ARE adults btw)and my nieces particulars but the receptionist said that one of my niece had to ask her parents consent and a birth cert sent through email to them if she were to stay. while waiting for it suddenly the receptionist twisted her words saying that my niece canâ€™t enter even though her parents given her consent to stay as we do not have ADULTS SUPERVISION , like, i was so lost for a moment when she said that and we had to change hotel due to that but fortunately my cousin helps us to inform the manager regarding this and when we came back to the hotel the receptionist was giving us attitude",feedback,bad service upon checking wait till 3pm receptionist ask sister apparently adult btw niece particular receptionist said one niece ask parent consent birth cert sent email stay. waiting suddenly receptionist twisted word saying niece enter even though parent given consent stay not adult supervision like lost moment said change hotel due fortunately cousin help u inform manager regarding came back hotel receptionist giving u attitude,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The room and toilet are a bit dim, and there's ants near the bed and on the walls. Overall, the location's not bad - pretty close to the mrt station",feedback,room toilet bit dim ant near bed walls. overall location not bad - pretty close mrt station,feedback,0.92,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Hotel combo bugis location is good, I have stayed with my family. Every thing is ok, Hotel are net and clean. Staff are nice behavior, they also helpful. Near has some good restaurants. Thanks you",feedback,hotel combo bugis location good stayed family. every thing ok hotel net clean. staff nice behavior also helpful. near good restaurants. thanks,feedback,0.94,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The lights are so dim, i didnt have anything sweet inside the room but ants were appears out of nowhere, even after the cleaning service, there are still ants. Definitely not coming back.",feedback,light dim didnt anything sweet inside room ant appears nowhere even cleaning service still ants. definitely not coming back.,feedback,0.53,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,It was a good basic hotel. Close to many spots and train stations. Good enough for tourist stay. Price is not bad knowing how singapore is a bit pricey. This has a private bathroom. That is the reason why I chose this hotel and affordable.price.,feedback,good basic hotel. close many spot train stations. good enough tourist stay. price not bad knowing singapore bit pricey. private bathroom. reason chose hotel affordable.price.,feedback,0.96,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Nice location and high cpk value , it nearby city hall and sands hotel / garden by the bay / Orchard Road .Pay Taxi fee around 15SGD , suggest to book it .",feedback,nice location high cpk value nearby city hall sand hotel / garden bay / orchard road .pay taxi fee around 15sgd suggest book .,feedback,0.93,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,Staff are easy to communicate with. It is walking distance from Bugis MRT Station and Bugis Street. Lots of malls and restaurants nearby. Gladly the lift was working during our stay.,feedback,staff easy communicate with. walking distance bugis mrt station bugis street. lot mall restaurant nearby. gladly lift working stay.,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Best location, close to Bugis, Suntec and City Hall. On the street with all Chinese trending restaurantsRoom itself is quite large, but with poor lighting. Cleanliness is questionableReception is always away, and there is no way but to wait",feedback,best location close bugis suntec city hall. street chinese trending restaurantsroom quite large poor lighting. cleanliness questionablereception always away no way wait,feedback,0.87,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Booked 2 rooms for our family during our stay with a total of 8 adults and 1 kid. Staff are easy to communicate with. Very accessible to Bugis MRT station, Bugis Street and lots of restaurant.",feedback,booked 2 room family stay total 8 adult 1 kid. staff easy communicate with. accessible bugis mrt station bugis street lot restaurant.,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"This place is 10/10 for location, especially if you like a whole bunch of Chinese dining options right outside the doorThey apparently give discounts for perfect reviews but I would rather they just earn the perfect review which I donâ€™t think they do when they canâ€™t provide disposable slippers.  Surely they can afford that at these prices.  The bathroom in our room was nice but the second queen sized bed had a fairly cheap mattress.",feedback,place 10/10 location especially like whole bunch chinese dining option right outside doorthey apparently give discount perfect review would rather earn perfect review think provide disposable slippers. surely afford prices. bathroom room nice second queen sized bed fairly cheap mattress.,feedback,0.93,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,Cass,"I recently stayed at this hotel and had an exceptional experience. The cleanliness of the entire property was impeccable. Every corner, from the lobby to the rooms, was spotless and well-maintained. The comfort level was equally impressive. The rooms were cozy and well-furnished, providing a perfect environment for relaxation. Dining was very convenient, especially for those who love Chinese cuisine. I highly recommend this hotel to anyone seeking a clean and comfortable stay.",feedback,recently stayed hotel exceptional experience. cleanliness entire property impeccable. every corner lobby room spotless well-maintained. comfort level equally impressive. room cozy well-furnished providing perfect environment relaxation. dining convenient especially love chinese cuisine. highly recommend hotel anyone seeking clean comfortable stay.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,Pearlisa Pang,"The room we stayed in was good sized.  More than sufficient for 2 and can also accommodate 3.  Check-in/out was smooth.  Didn't use the service much other than for check-in/out.

What I like most is the location.  It is conveniently located and with many food choices nearby.  It is also within walking distance of Bugis Junction, Guoco Midtown and the Bugis train station, which has 2 lines.

Overall a good stay.",feedback,room stayed good sized. sufficient 2 also accommodate 3. check-in/out smooth. use service much check-in/out. like location. conveniently located many food choice nearby. also within walking distance bugis junction guoco midtown bugis train station 2 lines. overall good stay.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,The bathroom size is almost as big as the bedroom. It's ok for short stay as the room lighting isn't great but location is perfect to visit downtown with lots of eateries around which opens very early while some closes really late. Not affected by noise despite the area,feedback,bathroom size almost big bedroom. ok short stay room lighting great location perfect visit downtown lot eatery around open early close really late. not affected noise despite area,feedback,0.96,feedback,0,1,0,0
Hotel Calmo Bugis,2.0,ei lwin,"Apart from location, nothing is good. I didnâ€™t have any experience to get the early check in that I needed to pay for extra charges. The bed was so itchy. Bathroom soap bottle was not working but they didnâ€™t replace it.",feedback,apart location nothing good. experience get early check needed pay extra charges. bed itchy. bathroom soap bottle not working replace it.,feedback,0.92,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,This is the most pathetic hotel of Singapore I actually ignored the reviews while I was booking this hotel but people has mentioned right that it has aunts rooms never renovated smell everywhere over priced.If you want serious suggestions regarding the hotels. Please ignore this one you can go for hotel 81 that too only one location. Because hotel 81 has multiple locations. Reach out to me if you need suggestions: Instagram- puri_deecem_,feedback,pathetic hotel singapore actually ignored review booking hotel people mentioned right aunt room never renovated smell everywhere priced.if want serious suggestion regarding hotels. please ignore one go hotel 81 one location. hotel 81 multiple locations. reach need suggestions: instagram- puri deecem,feedback,0.94,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Hotel Calmo Bugis is in an ideal location, surrounded by lovely Chinese restaurants and offering plenty to exploreâ€”truly a foodieâ€™s paradise. The rooms were cozy and spacious, perfect for our family of four. A special thanks to the staff for maintaining top-notch cleanliness throughout our stay.Ambience: PerfectCleanliness: Perfect",feedback,hotel calmo bugis ideal location surrounded lovely chinese restaurant offering plenty explore truly foodie paradise. room cozy spacious perfect family four. special thanks staff maintaining top-notch cleanliness throughout stay.ambience: perfectcleanliness: perfect,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member," An Absolute Gem in Bugis! Highly Recommended!I recently stayed at Hotel Calmo Bugis for one night, and it was an exceptional experience from start to finish! The location is unbeatableâ€”perfectly situated in the heart of Bugis, close to shopping, dining, and transportation. This makes exploring Singapore so convenient!The staff were incredibly friendly and welcoming, making me feel right at home from the moment I arrived. Their warmth and hospitality added such a nice personal touch to the stay.The room size was pleasantly spacious, especially by city standards. I appreciated having ample space to relax and unwind. The bed was absolutely luxurious, providing one of the most comfortable nights of sleep Iâ€™ve had in a long time.To top it all off, this hotel is very affordable, offering excellent value without compromising on quality. I would highly recommend Hotel Calmo Bugis to anyone visiting Singapore. It truly is a hidden gem!",feedback,absolute gem bugis highly recommended recently stayed hotel calmo bugis one night exceptional experience start finish location unbeatable perfectly situated heart bugis close shopping dining transportation. make exploring singapore convenient staff incredibly friendly welcoming making feel right home moment arrived. warmth hospitality added nice personal touch stay.the room size pleasantly spacious especially city standards. appreciated ample space relax unwind. bed absolutely luxurious providing one comfortable night sleep long time.to top hotel affordable offering excellent value without compromising quality. would highly recommend hotel calmo bugis anyone visiting singapore. truly hidden gem,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The only plus point from this hotel just the location near Bugis Junction, just within walking distance and surrounding by lots of restaurant.",feedback,plus point hotel location near bugis junction within walking distance surrounding lot restaurant.,feedback,0.88,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Hotel is not clean. Have mold on the remote cover but the worst is it had bed bugs or dust fly in the room as shown in the pictures. We got the corber room which is nice view and big but due to dust mold and bed bugs we need to check out early and book other hotel last minute at around 12am. The hotel offered us new room which is cleaner but how do we make sure if the other room does not have bed bugs?At first the hotel refuse to refund due to no refund policy but it does not make sense since it is their fault the room is not clean and have bugs. After several hard time negotiation and a really helpful from trip.com staff, they managed to help me got some of my refund back. Trip.com even help me to cover some of the ammount. All in all booking with trip.com is cery recommended but think twice about this hotel due to cleanliness issue",feedback,hotel not clean. mold remote cover worst bed bug dust fly room shown pictures. got corber room nice view big due dust mold bed bug need check early book hotel last minute around 12am. hotel offered u new room cleaner make sure room not bed bug first hotel refuse refund due no refund policy not make sense since fault room not clean bugs. several hard time negotiation really helpful trip.com staff managed help got refund back. trip.com even help cover ammount. booking trip.com cery recommended think twice hotel due cleanliness issue,feedback,0.7,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Absolutely loved our stay here! SG was a sudden family trip so I booked this on a rush last June 5th to 8th. It was our first time in SG and we opted to stay around Bugis. The hotel's location is quite strategic because its near the MRT, 5 to 10 mins walk to Bugis street or Albert Centre, good food and lively neighborhood. We stayed on 6th floor, had an amazing view from our corner room. The room itself is clean and comfy for its price. Clean shower. Maybe the only downside was the aircon, it took quite a long time to cool down the room but it was fine.The staff were kind specially the receptionist, Tricia/Trisha, I don't know how to spell her name, was lovely and very accommodating to us, on our last day the rain was pouring and she offered her umbrella just so we can have our breakfast around the neighborhood and even recommended some spots around. We will definitely stay here again on our future SG trips. ",feedback,absolutely loved stay sg sudden family trip booked rush last june 5th 8th. first time sg opted stay around bugis. hotel location quite strategic near mrt 5 10 min walk bugis street albert centre good food lively neighborhood. stayed 6th floor amazing view corner room. room clean comfy price. clean shower. maybe downside aircon took quite long time cool room fine.the staff kind specially receptionist tricia/trisha know spell name lovely accommodating u last day rain pouring offered umbrella breakfast around neighborhood even recommended spot around. definitely stay future sg trips.,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Point plus this hotel only location: behind MRT Bugis and bugis junction. There is a lot of food store near the hotel.Â If you just stay 1 night and going out all day and that's fine. Their staff not friendly at all. I'm checked in around 9pm and there is 2 lady reception staff still busy talking, not pay attention with their work and they made mistake put me wrong room and floors. From floor 3 to 5. And lastly don't expect they will greeting you first because they're not.Â Need to change their towels, it's so dirty.",feedback,point plus hotel location: behind mrt bugis bugis junction. lot food store near hotel. stay 1 night going day fine. staff not friendly all. checked around 9pm 2 lady reception staff still busy talking not pay attention work made mistake put wrong room floors. floor 3 5. lastly expect greeting first not. need change towel dirty.,feedback,0.99,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The elevator was broken when we stayed there. We have to walk up to 6 th Floor. The cleaning lady did not clean our room because she said she was too busy cleaning other room. We understand that this is Holiday time, but should the hotel manage better than this??",feedback,elevator broken stayed there. walk 6 th floor. cleaning lady not clean room said busy cleaning room. understand holiday time hotel manage better,feedback,0.93,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Good location but no upkeep and preventive maintenance for the room. Sunken mattress, bad service and cleanliness of the room is horrible. Have to slam the door in order to close, Housekeeping didnâ€™t close the door properly after cleaning the room. We reported to the reception yet no apologies and action taken. Terrible stay, donâ€™t cheat by the photos uploaded on the website",feedback,good location no upkeep preventive maintenance room. sunken mattress bad service cleanliness room horrible. slam door order close housekeeping close door properly cleaning room. reported reception yet no apology action taken. terrible stay cheat photo uploaded website,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,Settasilp Poonbumphen,"I stayed at Hotel Calmo Bugis from October 14th to 17th, and it exceeded my expectations in many ways. The room was quite spacious for two peopleâ€”it could easily accommodate three, with a king-size bed and a sofa couch. The amenities were more than sufficient, with shower gel, shampoo, conditioner, a hair dryer, and an abundance of power outlets (including USB ports). Iâ€™m not sure why there were so many outlets, but it was definitely convenient!

One thing to note is that housekeeping needs to be requested daily, though I found this acceptable. The service overall was good, and both check-in and check-out were incredibly fast and efficient.

The only downside to my stay was the slow internet, which was disappointing. However, I would still recommend Hotel Calmo Bugis for anyone looking for a simple yet fully functional hotel in a great location. Itâ€™s close to Bugis Junction, where you can find everything you need, and thereâ€™s even a fantastic mala buffet near the entrance.",feedback,stayed hotel calmo bugis october 14th 17th exceeded expectation many ways. room quite spacious two people could easily accommodate three king-size bed sofa couch. amenity sufficient shower gel shampoo conditioner hair dryer abundance power outlet including usb port . not sure many outlet definitely convenient one thing note housekeeping need requested daily though found acceptable. service overall good check-in check-out incredibly fast efficient. downside stay slow internet disappointing. however would still recommend hotel calmo bugis anyone looking simple yet fully functional hotel great location. close bugis junction find everything need even fantastic mala buffet near entrance.,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The hotel was very easy to find.If youâ€™re coming from Changi, just take the Green Line to Bugis station.Remember to take Exit D. Although you can take Exit A near Bugis Junction, but thats a 10minute walk. Taking Exit D is only 3 minutes.Check-in was fast and easy. Just remember to get SGD first since thereâ€™s a 100$ deposit. Theyâ€™ll give you a receipt. Keep it so you can get the deposit back.Evevator was a bit confusing. Just make sure to tap your access card before pressing the floor, and not the other way around.When we entered the room, it was spacious. Industrial design. Can easily lay 3 open luggages. Theres also a water heater, iron, hairblower, and iron rack, TV, mini fridge, and AC unit.In the shower, there was hot and cold water for both the shower and sink.TAKE NOTE, THEREâ€™S A BIDET! â€” not all hotel in SG have a Bidet. Only a handful actually. And Hotel Calmo Bugis is one of them.The alley adjacent to the hotel are all food stalls so no need to worry about food. Theres also a convenience store at the other end. Bugis junction and Alberts Hawker are just a few minutes away if you want to save on money for food, or buy souvenirs.Location overall was great since most places you need to visit in SG are either in the blue or green line, and Bugis intersects both of them.",feedback,hotel easy find.if coming changi take green line bugis station.remember take exit d. although take exit near bugis junction thats 10minute walk. taking exit 3 minutes.check-in fast easy. remember get sgd first since 100 deposit. give receipt. keep get deposit back.evevator bit confusing. make sure tap access card pressing floor not way around.when entered room spacious. industrial design. easily lay 3 open luggages. there also water heater iron hairblower iron rack tv mini fridge ac unit.in shower hot cold water shower sink.take note bidet not hotel sg bidet. handful actually. hotel calmo bugis one them.the alley adjacent hotel food stall no need worry food. there also convenience store end. bugis junction albert hawker minute away want save money food buy souvenirs.location overall great since place need visit sg either blue green line bugis intersects them.,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The location is very good. Very near bugis junction, bugis street and opp shaw bus stop. Also, there are many restaurants surrounding the hotel. The only problem we had was the air condition unit. It was working but wasnâ€™t cool enough for the room. However, the management took care of it asap. Will definitely stay here again.",feedback,location good. near bugis junction bugis street opp shaw bus stop. also many restaurant surrounding hotel. problem air condition unit. working cool enough room. however management took care asap. definitely stay again.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"This hotel has a very good location, near mrt, bus and popular places. The cleanliness of the room needs to be improved and the sofa bed is too hard, not comfortable to sleep. The service is good and the receptionist is friendly.",feedback,hotel good location near mrt bus popular places. cleanliness room need improved sofa bed hard not comfortable sleep. service good receptionist friendly.,feedback,0.99,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Great location, near to mrt and bus stops, we  booked 3 rooms for 3 nights. We requested for housekeeping during our stay,the staff changed the towels without replacing new one, we were told that there were no more towels due to rooms were fully booked and laundry services was outsourced to third party. Wont be staying at this hotel in future.",feedback,great location near mrt bus stop booked 3 room 3 nights. requested housekeeping stay staff changed towel without replacing new one told no towel due room fully booked laundry service outsourced third party. wont staying hotel future.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"It was alright, easy access T&F changi Airport, lots of Restaurants nearby. Quite noisy at night, as room directly facing the main road, and karaoke nearby,the sounds travel through the bathroom.",feedback,alright easy access f changi airport lot restaurant nearby. quite noisy night room directly facing main road karaoke nearby sound travel bathroom.,feedback,0.92,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The hotel's location is very good, which is the main reason to stay there. The check-in staff is very helpful.However, the hotel needs to improve its hygiene and cleanliness. The towels are very smelly. Additionally, there is no room cleaning if you stay for two nights.",feedback,hotel location good main reason stay there. check-in staff helpful.however hotel need improve hygiene cleanliness. towel smelly. additionally no room cleaning stay two nights.,feedback,1.0,feedback,0,1,0,0
Hotel Calmo Bugis,3.0,Claud,"Great location, not so great building; but what must we expect with the amount we paid for? :)) The spare bed's beddings and pillows had a smell, and we had to make a request for it to be replaced because housekeeping did not make the expected sheet changes. The doorknob had issues when we were there, so we were instead issued the room's master key (which apparently was their only copy, so when housekeeping was requested, the staff couldn't go into the room :)))).

Basically there were issues that even us flexible guests found a bit bothersome that definitely had a dent in our experience while staying. Although there are some good things: bathroom was clean and spacious, good location (a lot of sightseeing spots are very near).

If you're particularly picky as a traveler, would recommend you pick a different place.",feedback,great location not great building must expect amount paid : spare bed bedding pillow smell make request replaced housekeeping not make expected sheet changes. doorknob issue instead issued room master key apparently copy housekeeping requested staff go room : . basically issue even u flexible guest found bit bothersome definitely dent experience staying. although good things: bathroom clean spacious good location lot sightseeing spot near . particularly picky traveler would recommend pick different place.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,5.0,AVIK MORAES,Rooms was not the best but were clean also the location was excellent,feedback,room not best clean also location excellent,feedback,0.88,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"Rooms are clean, staff are very accommodating, all our request were granted, complete amenities and the most important of all super adjacent to transportation wether by MRT or Bus, Bugis Street, Church, Malls and Tourist Spots. Highly Recommended!!!",feedback,room clean staff accommodating request granted complete amenity important super adjacent transportation wether mrt bus bugis street church mall tourist spots. highly recommended,feedback,0.97,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The location is very good. Very near to exit D of Bugis MRT, and there is a bus stop around 50 meters in front of the hotel. Also walkable distance from Bugis Junction and Bugis street area. Many Chinese/Taiwan restaurants around the area.As the facilities inside the room, the positives are : bed is comfy, AC is cold, wifi working perfectly, toilet is clean and spacious and there is a bidet..but the minus are : as I booked room for 3 persons, the additional bed is not actually a mattress, it's only sofa bed which is so hard.Also no trash bin inside the toilet, no mirror other than in the toilet, the ceiling is uncomfortable to look at with all those pipes (maybe because the industrial design ?), and no exhaust fan in the toilet.",feedback,location good. near exit bugis mrt bus stop around 50 meter front hotel. also walkable distance bugis junction bugis street area. many chinese/taiwan restaurant around area.as facility inside room positive : bed comfy ac cold wifi working perfectly toilet clean spacious bidet..but minus : booked room 3 person additional bed not actually mattress sofa bed hard.also no trash bin inside toilet no mirror toilet ceiling uncomfortable look pipe maybe industrial design no exhaust fan toilet.,feedback,0.98,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,Location is superb as near to MRT and bus station.around have many Chinese cuisine shops .,feedback,location superb near mrt bus station.around many chinese cuisine shop .,feedback,0.63,feedback,0,1,0,0
Hotel Calmo Bugis,,Trip.com Member,"The worst hotel Iâ€™ve ever been. This hotel doesnâ€™t deserved even 2 star. I believe why they got this kind of rate is because they have a promo if you give them 10 stars they will offer SGD30 cash back via PayPal or to your local bank. Pictures attached here. They donâ€™t have any hanger rack on the bathroom so your new clothes or bath towel no place inside of the bathroom. You have to go outside with your roommate nude to get your new clothes and bath towel. Sink are lightly clogged too. We also asked for new coffee cup and additional cup and they said, thereâ€™s no extra cup. OMG! So how to we clean our used cup?? So I let them to wash our used cup but the man who washed our cup do the angry face with us, bad look with us which is so rude. So for me, this place is a big NO. I wonâ€™t comeback on this hotel. I chose to say the truth rather than to avail they SGD30 offer.",rant,worst hotel ever been. hotel deserved even 2 star. believe got kind rate promo give 10 star offer sgd30 cash back via paypal local bank. picture attached here. hanger rack bathroom new clothes bath towel no place inside bathroom. go outside roommate nude get new clothes bath towel. sink lightly clogged too. also asked new coffee cup additional cup said no extra cup. omg clean used cup let wash used cup man washed cup angry face u bad look u rude. place big no. comeback hotel. chose say truth rather avail sgd30 offer.,rant,0.67,rant,0,0,0,1
Hotel Calmo Bugis,,Trip.com Member,"We found an underwear under the sofa bed  If you need to make up the room, you need to message them every single day. We stayed for 6 days and had to message them every day. I forgot to message them on our last day, though because we were too tired. They give us free water everyday and makes our bed. However, I think they donâ€™t thoroughly clean the toilet bowl The location is excellent, itâ€™s at the end of the night food street and near Bugis Junction where MTR is located. The receptionists are also kind. I needed an adapter and they didnâ€™t hesitate to lend me one.",feedback,found underwear sofa bed need make room need message every single day. stayed 6 day message every day. forgot message last day though tired. give u free water everyday make bed. however think thoroughly clean toilet bowl location excellent end night food street near bugis junction mtr located. receptionist also kind. needed adapter hesitate lend one.,feedback,1.0,feedback,0,1,0,0
