title,stars,name,text,label
Srisun Express - Hougang Ave 8,3,Jia Jia Chen,"I visited Srisun Express today, and I have mixed feelings about my experience. On the positive side, the ambience was pleasant, and the restaurant maintained a clean environment. However, I was disappointed with both the food and the service.

We placed our order at 9 am, but unfortunately, they missed out on our plain prata, which left us waiting until around 9:55 am to receive it. This delay was quite frustrating.

Moreover, the honey lemon drink we ordered didn't meet our expectations. It was overpriced and tasted more like plain water with a hint of honey rather than the refreshing lemony flavor we were hoping for. Even my kids, who are usually fans of honey lemon, were disappointed and refused to drink more than a sip.

As for the food, the nasi goreng kampong was noticeably salty, which made it less enjoyable.

In the end, our meal for two adults and two kids cost us approximately $28.85, and considering the average food quality and the service hiccup, I can't say it was a particularly satisfying dining experience at Srisun Express.",feedback
Srisun Express - Hougang Ave 8,1,K C LIM,"Scan was not smooth at all!  So ordered from the counter.  Despite few customers, service was slow.  Roti prata was not warm, masala chicken was curry chicken, mee goreng was tasteless and only teh tarik was good.",feedback
Srisun Express - Hougang Ave 8,4,Makan Thoughts,"Srisun Express on Hougang Ave. 8 has been a hidden culinary gem, offering a delectable variety of fusion dishes bound to satisfy any craving. One dish that truly stood out during my visit was the Mee Goreng with Chicken Tikka and Prata.

The Mee Goreng, a quintessential Malaysian dish, was flawlessly executed at Srisun Express. The noodles were stir-fried to perfection, carrying a deep smoky flavor with a hint of spiciness. What made this particular version unique and noteworthy was the inclusion of tender Chicken Tikka pieces that added an extra dimension of taste to the dish. The flavors were well balanced, and the chicken tikka enhanced the overall savory experience. Unlike other Tikka, this is fresh from lived grill and not in microwave oven.

Accompanying the Mee Goreng was a side of Prata, which turned out to be a heavenly addition to the meal. The prata, with its crispy yet soft texture, was served piping hot and paired perfectly with the savory flavors of the Mee Goreng. It was truly a match made in culinary heaven.

The portion size was generous, ensuring that I left the restaurant feeling completely satisfied. The prices at Srisun Express are also quite reasonable for the quality and quantity of food served, making it a great value for money dining option.

The staff at Srisun Express were friendly and accommodating, providing excellent service throughout my visit. The restaurant itself has a cozy and casual ambiance, perfect for enjoying a delightful meal with friends and family.",feedback
Hotel Calmo Bugis,1,blah blah,"FAKE REVIEWS BEWARE!! we arrived at 3:00 PM, and were told that we have to wait for an hour. We booked five rooms in total. 2/5 received the rooms at 6PM. 3 hours AFTER the check-in time. They did not compensate for it. The receptionist was even rude in addressing our concerns. She kept saying that ""YOU have to wait for your room as we are still cleaning it"". She did not even APOLOGIZE. Besides that, she kept making excuses like
""we only have two cleaners that are chinese they can not understand us and cant do their work properly"".

They had OVER 30 rooms with ONLY TWO CLEANERS. The room was smelly and the blankets were itchy!",rant
Hotel Calmo Bugis,,Trip.com Member,"Excellent location, near to Bugis Junction and bus stop. Staff are very approachable, and the room is size is reasonable. Housekeeping needs to be improve, molds can been seen in the wash room, dusty floors under the beds and table. The comfort room has very bad smell coming out from the drainage and bidet is not working, its been reported but no action done.",feedback
Hotel Calmo Bugis,,markvandenhoff,"Great hotel for a stop over in Singapore! Cheap Rate.. which was the half price than any other hotel for the same night! Rooms are clean and tidy. Aircon works well, and rooms were cold to avoid the humidity! Bath rooms are newish and spacious. Great Location in city for food and entertainment. We stopped for the night only, and went for a very late night dinner just down from the hotel.. great spot!|",feedback
Hotel Calmo Bugis,,Trip.com Member,"Nice hotel, big enough, friendly staff and very accommodating and helpful. Will book again.",feedback
Hotel Calmo Bugis,,Trip.com Member,"At first it was very dirty, but we checked in after midnight so we just tried to sleep. Room was humid until after AC was full blown for an hour. Pillow was the worst part. It smelled bad. We ask for cleaning next day and they swept the floor which made everything looked better. But pillow still smelled. I donâ€™t recommend the place if you are in to cleanliness.. we just needed a place to sleep. So we are not that picky but,,,, sigh,,, but they asked everything I asked for. Cleaning, Towels, waters. Also hot water was great too.",feedback
Hotel Calmo Bugis,,Trip.com Member,"good location, quite near with MRT bugis and surrounded by a lot of chinese restaurants. The room is too small for our family. They provide Electric kettle, but the cable connection (china standard) is not match with hotel electric port (UK standard).",feedback
Hotel Calmo Bugis,,338mulant,"Centrally located, close to everything to see. The metro station is also nearby, with friendly service. Close to bus and metro stations. The receptionist was very helpful and good.            Room cleaning is good. I liked the location of the window of the hotel",feedback
Hotel Calmo Bugis,1,Abel Ng,"The experience was horrendous!!

Please donâ€™t waste money even coming here. My husband, 5 months old baby and I were there for staycation and checked out within 1-hour.

The cleanliness is the worst Iâ€™ve seen in my whole life. My baby had skin issues immediately when I laid her in the room bed for around 10 min.

The aircon wasnâ€™t even cold and there were moulds growing on the bed frame!! Spider webs can be found around the corner of the room and everywhere is full of dust.

The towels were so worn out that you wonâ€™t use. You will believe that those were use as floor rags upon witnessing them yourself. See it to believe it.

Anyway, totally not worth one coming at all.
This is the lousiest hotel in the entire SG.",rant
Hotel Calmo Bugis,,Trip.com Member,"The location was great as it is near to the MRT station. However, the hotel's elevator was out of service during my first night so it was quite exhausting for my family's members (aged 65+) to walked up the stairs to 5th floor.",feedback
Hotel Calmo Bugis,,Trip.com Member,"Our family had an extremely unpleasant experience during our stay at Calmo. Here are the main issues we encountered:1. **Unpleasant Odor**: The pillows and towels provided were unpleasantly smelly, making it difficult for us to feel comfortable and relaxed.2. **Non-Functional Elevator**: The elevator was out of service during our stay, forcing us to use the stairs without any assistance or alternative service provided by the hotel. This was particularly inconvenient and exhausting, especially for families with young children or elderly members.3. **Poor Staff Availability**: We found it impossible to contact the hotel staff when we needed assistance. This lack of responsiveness was extremely frustrating and unprofessional.In conclusion, we strongly advise against staying at Calmo Bugis. Our experience was far from satisfactory, and we left feeling very disappointed.",feedback
Hotel Calmo Bugis,,Trip.com Member,"Perfect value for money with excelent location. Spacious room with views, very clean and comf. Amicable staff who kept our luggage after the check out",feedback
Hotel Calmo Bugis,1,Francesca Lucy Del Rosario,"BEWARE OF THE FALSE REVIEWS ON THEIR SITE. The reason why they have multiple positive reviews on their site is due to their ongoing promotion where the guests can receive cash back if they leave positive comments.
We stayed here for 3 days from May 30 to June 1. When we arrived at 3 pm to check in, the receptionist told us our room was not yet ready since they only had two housekeepers. What made it worse was the receptionist was unapologetic about it and was even rude to us. She was trying to imply that she was doing us a favor of rushing the housekeepers. Besides us, there were also other guests who had been waiting for 3 hours for their rooms and were given inconclusive responses. In addition to the rude attitude of the staff, the room was not cleaned properly. The room smelled and the linens were itchy.",feedback
Hotel Calmo Bugis,,Trip.com Member,Booked the room for 4 people and the room is big. I was loving the fact that its affordable and nice but the major turn down is the restaurant/ bar idk down stairs it plays a super super super loud music until 3 or 4 am. Super noisy cant sleep during the night. My room is in the second floor so imagined how loud it will be. Would not stayed here again in the future. Byebye,feedback
Hotel Calmo Bugis,,Discover405266,"I would not even think of booking this place. The pictures on the website look good,  it when we arrived, the experience was something else||The room was noisy - the windows didnâ€™t shut properly so let lots of street noise in.||The room was Hot and took an hour to cool down. Very unpleasant.||The bed was hard and the pillows not comfortable at all.||There was no hot water in the morning||Woke up to find Ants on our suitcases in the Morning,||Avoid.",feedback
Hotel Calmo Bugis,1,maha lakshmi,"Recently I wrongly put date & booked. Than on check in day I was in hotel & I go wt my son from jb and only at hotel I realise I put wrong date & I contact booking agent trip.com to help modify date..they try around 2hrs to contact hotel & hotel replied will let know whether can change date or not and after that hotel declined the call & I wait there around 2hrs, the hotel receptionist also never bother us. At least can or cannot they can reply us so we can go for next step meanwhile that room also empty. Since they is F1 race the rate also high on that day so clearly know they don't want gv us room which I booked wt low price. Lucky my friend help us to stay their house. This hotel hv bad customer service",feedback
Hotel Calmo Bugis,1,Y,"Dont waste your money on this Hotel!
If i can give 0 rate or -0 is much more they deserve.

BE READY TO GO BACK WITH BED BUGS!

No proper lobby for waiting area.
-3pm check in time we waited hours for our room key. Unpolite Receptionist told as to wait 1 hour as room not ready. Keys given at 5pm only! No conceirge to leave you belongings for you to go out and do your tour.
(Take note there is also 2 families waiting before us.)

Receptionist is so rude!! The Indian lady named Es or Ez was lack of professionalism and empathy to the Guest, instead of giving sincere apologies she will answer you rudely in a way you will get pissed off. Only if the hotel is not paid in full we could have walk away with this kind of service.

Elevator for 3 days stay isnt working so expect your horror when you are staying at 6th floor. Walking in a small fire exit.

Beds are not really comfortable, linen and towels are horrible worn out. Towel are most likely like rugged.",rant
Hotel Calmo Bugis,1,Jobelle Ann Ramos,"Take a look at the photos of the rooms, and reduce your expectations by 20x. In person, these rooms look unfinished, cluttered and can barely be called neat.

Looking at the triple room? Decrease your expectations by a further 10x. If they give you the corner rooms, 601 and 605, you'll get a little more real estate than the middle rooms. The double bed is okay, serves it's purpose and can definitely fit 2 comfortably even with a baby in between. The extra bed though, is just a single couch with an ottoman added to the end held together by a fitted sheet. And no it's not one of those plush couches, it's as cheap as couches get.

The bathroom is certainly decent. Sizeable enough with a hot and cold shower. If you're on the plus size of things, the toilet is a bit of a squeeze.

Now for the horror story. Of the 3 days we spent in this hotel, we were only able to use the elevators, twice. Twice! And we were on the 6th floor, a group that had senior citizens and a toddler. so to cap off every day of adventure, we had to go walk up the stairs to the 6th floor. We didn't even complain about it anymore, not allowing it ruin our vacation.

The day before were to depart, we gave them a heads up to let them know that we had 13 pcs of luggage between all of us and that at no point were we bringing these down the stairs ourselves. We gave them advanced notice so that they could make arrangements for this. The receptionist even tried to say they would ""help"" us carry the bags down, but we were clear to her that we would not carry 1 bag down. We were clear that they needed to carry all 13 down.

We were travelling with a toddler, and family who were in their late 40s and 50s and who all had their own share of aches and pains. We did not want to risk anyone getting injured carrying these heavy bags down flights of stairs.

Day of departure came, and they did not arrange anything. The receptionist did nothing at all to prepare, and had to carry some of the bags herself and had to wait for another staff to carry the heavier bags. we checked out at 9 am and this whole ordeal ate into our last day which was supposed to be spent enjoying more of Singapore. We were finally able to leave the hotel at 11 am,

This is on top of arriving at the hotel with their receptionist engaged in a shouting match with another group of tourists who were having problems checking in themselves.",feedback
Hotel Calmo Bugis,1,Anisa Lee,"Was a nightmare never stay there again. Room very small , itchy , smelly and dirty , staff very unfriendly , I booked for 2 night but checked out after few hours stayed / checked in.",feedback
Hotel Calmo Bugis,1,à¸Šà¸¥à¸˜à¸´à¸Šà¸² à¹€à¸Šà¸µà¹ˆà¸¢à¸§à¸Šà¸²à¸à¸Šà¸±à¸¢,"I'm staying on the 3rd floor, room 306. I have the right to date anyone. But there is one female employee. A person with two nose piercings is not an Indian woman. It was a female employee who did eyelash extensions and makeup. When I was staying, they worked the night shift. Come up and ask to see my room. Using facial expressions and tones that have no manners. Whether I'm doing it right or wrong, you should talk to your customers and behave well. If there are still employees like this, they can work without punishment or better training. Your hotel will look bad no matter how good or bad your room is. The service and behavior of employees is important. And it affects customers who will choose to stay at your hotel. I paid money to stay and chose your hotel. But having to encounter something like this makes me feel very bad. Booking name Tanawat Room306 date 14/01/24",feedback
Hotel Calmo Bugis,3,Neville Castillo,"The appeal of this hotel is the location, very good one. Rooms where below expectations and only recommend it for short stays.",feedback
Srisun Express - Hougang Ave 8,5,Shaun Foo,"They have been very consistent in their quality. Palak Paneer, Bindhi Masala, chicken tikka all good. Even the non North Indian food like Ayam Penyet was good",feedback
Srisun Express - Hougang Ave 8,5,Eve Lim,"Best Prata in Hougang! â­â­â­â­â­

Tried this prata place in Hougang, and it was absolutely delicious! Crispy on the outside, soft on the insideâ€”just the way good prata should be. The food was worth every cent, and the service was great too. My family loves it, and it will always be our go-to spot for prata. Highly recommended!",feedback
Srisun Express - Hougang Ave 8,5,James Quah,Not my 1st visit but countless times. The food taste is very consistent at every visit. Staff is also very friendly and greets everyone at the counter.,feedback
Srisun Express - Hougang Ave 8,1,Suren Suren,"To the Owner of Srisun Express Miss Jayanthi Elangovan!!!!!!!!!

The food and drinks are crazily EXPENSIVE for a shop in the heartland. 1 min walk away Al Fahala indian muslim food is literally 50% cheaper than most of your items.

Based on the reveiws for the past 6 mths, the service and food standard has gone down drastically.

Pity the staff, I was there recently, and they look so demotivated. The whole vibe at this outlet is just dead.

Srisun at Gardens seems way better. Hope the management can seriously look into these matters highlighted by customers. At the end of the day, if there are no customers, you close shop.",rant
Srisun Express - Hougang Ave 8,2,Deon Tan,"Came here at night to order the chicken satay,  butter chicken masala, and a beverage. Total came up to be $25 but that's not the shocker.

I was expecting a ""normal"" portion of meat on each skewer but the portion per skewer was really small... like smaller than my pinky. It's totally not worth the 1.30 per stick.

The portion for the butter chicken masala was also too little for its price. For $10 you get about a teacup's worth with about 4-5 dollops of meat.",feedback
Srisun Express - Hougang Ave 8,5,MC,"The Tandoori chicken was juicy and tender too. Finally a place that got teh halia right. But the highlight was the Maggie goreng was not oily, tasty, well cooked and seasoned, reminded me of my years in KL.",feedback
Srisun Express - Hougang Ave 8,1,Nur Mahirah,Food is good but i found a plastic in my food.. i order via foodpanda.. Please take note and be more cautious about food safety.,feedback
Srisun Express - Hougang Ave 8,1,Xclusive,"Will not come again. Worst in Singapore so far. Rude staff, wait so long for food. No customer also slow. So many rude staff, Ridiculous. Visit at your own risk",rant
Srisun Express - Hougang Ave 8,1,SGFOODIARY,"Ordered mainly pratas for the meal through delivery but restaurant failed to provide the most basic, the curry. We had to eat the prata just like that. It was just dry and a very disappointing experience. Apparently itâ€™s the not first time so just a warning who is going to order delivery from them!",feedback
Srisun Express - Hougang Ave 8,5,Sean Mak,"Good good, friendly staff, the stall is nice, hygienic and clean. The picture is their promotional tandoori chicken burger. The fillet is grilled to perfection and the buns are soft but crisp. Only $3 for the burger. Great value!",feedback
Srisun Express - Hougang Ave 8,1,D K,"Heard of this new opening around my neighborhood. Decided to give it a try. I made order and payment at 1808hrs, during my order, there only 1 table of dinning and 3 person take away. I waited for 45mins for 8 pcs of prata and it just normal prata. (What kind of EXPRESS that call) A lady infront of me also commented she waited very long and will never come back again. My prata totally not crispy at all, its give you the option to choose the level of crispy. Sigh. It's just like any other prata in a coffee shop. (Even I takeaway, my house just 5min away, cannot be it turn soft in such a short period) The masala chicken was very bitter, by the look can see it totally black. I'll never come back again. Not worth the time and money on it. Most disappointed prata I even had.",feedback
Srisun Express - Hougang Ave 8,1,Siewling Ting,"Bad bad experience. Server insisted that I order satay(s09) when i clearly order mutarbak(p09). I ask to see the see the order sheet that I had written, still dare to raise voice and say cannot find the paper. Finally manage to find the slip and confirm that I indeed didn't order satay. With that kind of attitude, don't think we will ever go back again. There are definitely better prata out there.",feedback
Srisun Express - Hougang Ave 8,5,Gabriel Theseira,"We ordered their new butter chicken bowl, was amazed at how delicious it was, will recommend to others!!",feedback
Srisun Express - Hougang Ave 8,1,Marquis,Around 1pm we dine in.its not that crowded. Waited close to an hour by the time they serve the food our hot drinks are cold. One of the food still not served yet. We ate for an hour plus and once we're finished the last food was served. Took them 2hrs plus to make a burger.  Food is nice but not their service. When asked to pack the burger their expression changed.,feedback
Srisun Express - Hougang Ave 8,5,Preeti Veera,"If you are someone coming in at 3-5pm weekdays, this is the best place for the tarik and prata!! Fluffy and nice to my liking. Teh tarik free flow from 3.30-5pm hehehe",feedback
Srisun Express - Hougang Ave 8,3,D,Staff there is very friendly and fast service. I came here with family and we all ate different things. Food here is okayyy but nothing super bad or good. QR ordering system is very buggy and poorly made. Highly recommend a redesign or just change to a different vendor.,feedback
Srisun Express - Hougang Ave 8,5,Kae Yang,Very clean outlet!!! I had dinner at the outlet on 29/07 and the server was so friendly! His service was great too,feedback
Srisun Express - Hougang Ave 8,4,WKM,"Passed by and saw this newly opened decided to try.

Butter chicken masala is delish.

Checkout my photos for menus",feedback
Srisun Express - Hougang Ave 8,4,Maurice Lee,"Okay. Nice to have a store here which sells northern India cuisine. The QR ordering system is a pain to navigate, it is laggy and confusing. Staff is friendly enough. 4 pax and total cost was 60.",feedback
Srisun Express - Hougang Ave 8,5,Johnsen Chen,"Colorful place, not your usual mamak store. Looks more like a western food establishment to me. Had a masala Tosai and a kopi o kosong. The Tosai is crispy and nice, the masala itself is sweet, fragrant with a hint of spiciness. I would rate it a 4 out of 5 star stuff.

The kopi o kosong? Nothing special, passable..

Total  damage is $5.30

Note ; the chinese lady and one indian aunty made the breakfast experience enjoyable. They were friendly and nice.",feedback
Srisun Express - Hougang Ave 8,5,Sabrina Mohamed Noor,"dine in here so many times, favourite place to visit - breakfast, lunch, dinner. Kway teow, bee hoon goreng, naan, prata bom, tandoori chicken burger, butter chicken masala - everything is soooooo good! the staff are so friendly! atmosphere is amazing and place is clean  100% recommended!",feedback
Srisun Express - Hougang Ave 8,1,dharani balasubramaniyan,"The service is good with friendly staff and the ambience is great. The food tastes good, not bad at all. However the quality is very poor. We ordered a chocolate milkshake and there were lots of bits of plastic in it. The thing is we didnâ€™t find it until the bottom half of the glass. I had already let my 3  year old son have a couple of sips too. My husband and I also had a lot of sips. I puked when I came back home. They offered a 5percent discount when this was pointed out to them, which was 2 dollars off. I wonâ€™t be eating anything there again.",feedback
Srisun Express - Hougang Ave 8,5,Min Yi,"Why such low reviews here?? Iâ€™ve always found service to be friendly, AND the food is delicious. Better than the Sgoon Gardens SriSun (which is also good already). Their QR code ordering system frequently has issues, but just order using their paper form. Anyway if you want healthy 24hr food, get a thosai. Sooo yummy",feedback
Srisun Express - Hougang Ave 8,5,yesotah andritha,"I am here now, i was sick came to clinic near hereâ€¦ just drop by to eat, as soon as i enter this lady name nitha i dont know if my spelling is right but she is very warm and welcoming.. i also notice how profession she is when other customers enter the shop. Besides that all others staff are very neat and good to see no words to express their marvellous work. The food are nice all the cultlerys are clean as well as the shop too. To the owner please treasure this kind of staff and tc of the hard to find employees like this nowadays.",feedback
Srisun Express - Hougang Ave 8,5,Superb Lim,Nice food. Service good. Airy environment.,feedback
Srisun Express - Hougang Ave 8,1,Bhargav Garbham,I really donâ€™t knowâ€¦ food taste got down and prices are been up for this just foodcourt stuffâ€¦ please consider ownerâ€¦ small drop in your prices will make much difference to your hotel,feedback
Srisun Express - Hougang Ave 8,4,chng jay,"Updates 27 Jun 25:
service and food still as good.
Indian rojak is still so freshly fried and yummy.
Teh halia  and strong halia.
Mee Hoon/mee goreng goreng 
Naan, plain and garlic 
Service still pleasant and attentive.
We chanced upon it and been here twice after its renovation.
Staff are efficient and friendly, even those preparing food behind the see through glass kitchen.
Place is so clean.
The whole experience with our kids had been very pleasant.",feedback
Srisun Express - Hougang Ave 8,1,S Teo,"Ordered coin prata with sardine to go. Waited 35 minutes to be told they didnâ€™t have sardine and they asked to change to curry mutton or chicken. Which is fine but the waiting time was too long for a half filled shop. Other patrons and grab drivers also had to wait quite abit

Extensive menu, electronic systems and multiple stations. Staff was unhelpful. Curry was very salty. One star for the coin prata.

Menu prices donâ€™t include GST.

Nice environment, but I wouldnâ€™t go back unless I am finding a place to while time away.",feedback
Srisun Express - Hougang Ave 8,1,Saktheeswary SathishRaj,"The lady staff Ms Punitha was very rude and disrespectful to me and my family.. she kept talking back over and over again even after I told her to stop it and just leave us alone..she even expressed her frustrations by throwing the dirty plates into the collection bin so loud that all the customers turned to look at her..
If not happy, don't work la no one is forcing U to work in the service industry..

Food took more than half an hour to arrive and I even pulled out hair from one of my dishes but I was in no mood to speak to the lady who had such a big attitude because I knew it would become a very unpleasant situation. Strongly would recommend not to eat there..very stressful experience..",feedback
Srisun Express - Hougang Ave 8,1,Faisal Isa,Bad service. Rude waiter keep pestering me to change seats more than 5 times while im still eating because of a group of people just arrived. It's not even reserved seats.,feedback
Srisun Express - Hougang Ave 8,5,Joanne Lim,I love spicy food so much. Every time I come here I order the spiciest one. Itâ€™s so delicious.,feedback
Srisun Express - Hougang Ave 8,1,Hades,"Honest opinion , ordered pick up in advance through grab , went to the shop to collect but order was not ready yet. Someone came to dine in but was served first. Staff was not proactive assisting to check with the order , went to check only when asked.  Food was alright but on the more expensive end.",feedback
Srisun Express - Hougang Ave 8,1,Hari Haran,"I visited this recently and unfortunately, it was a disappointing experience. The service was not just slow. It was terrible. Despite the fact that there were hardly few customers, the service was very poor. They had an attitude that they don't care if a customer eats or walk away from the place.  Ordered a paper masala dosa & took 25 minutes to get. Certainly din expect so much delay for a simple dish. I could not imagine the kind of service offered if the restaurant was fully seated. Every waiter wants to show they are busy by walking here & there , but no one wants to consider waiting my table. Overall, I would never recommend this restaurant. I'm kinda surprised how this restaurant managed to have a 3 star review",feedback
Srisun Express - Hougang Ave 8,4,Narayanan Saravanan,"Food is reasonably good but a little bit expensive. Not much vegetarian options. Best thing here is service. Neeta always serves us and she is delightfully friendly and accommodating. She always have a smile and even when she has to turn us down with a food request, she does it so pleasantly, you feel bad asking. The other guys are also friendly but Neeta is a head above the rest. Simply put, nice food, tad bit expensive but great service (looking at you , Neeta!) .",feedback
Srisun Express - Hougang Ave 8,2,Nurfatma Perveen,"I rarely ever write reviews. But my experience here was so bad that I have no choice but to write it. I have been here twice only so far. The first time, several months back, I ordered at the counter and the cashier was distracted and messed up my order. In the end, I got it mee hoon goreng instead of mee goreng. I wasn't in the mood to argue so I took it. Yesterday, I visited again as I ran out of rice at home and didn't want to grocery shopping and then cook after that. I arrived at 7.10pm, I ordered via the paper form and waited over 20 mins for nasi ayam tambah. Something that is not even cooked to order. When the food finally arrived, they give me chicken wing part with so many bones. Whats the point of paying for top up chicken if I'm given bones only??? Slow service and subpar food. I'm gonna avoid this outlet at all cost from hereon",feedback
Srisun Express - Hougang Ave 8,4,Sagamihara,Surprised by the 3.1 stars at time of writing.  We have came here twice - both takeaway & dine in. The lady was very friendly. The scan code work well for us. Food were also decent. Their interiors were contemporary. Parking space really depends on what time you go. So far we found lots without any wait.,feedback
Srisun Express - Hougang Ave 8,1,Xueting Kimberlyn,"Very bad experience for keep repeating my Remark written on the order slip. Keep repeating to them that I cannot have egg as I have allergies for eggs when we have already written on the order slip. Yet they keep bringing the same plate of noodle with egg and with even more egg fry into the noodle. When approach the chef, give attitude and question me if I written on the paper. So after that the waitress went to check and verify it was written. They seems to have some small argument then the chef started to procrastinate to cook the noodle. Then when the noodle is served, it's also served with a black face waitress who show how unhappy she is when she's the one who indicates wrongly to the kitchen. No apology from any of them when we didn't do anything wrong",feedback
Srisun Express - Hougang Ave 8,1,MEERA MOHIDEEN,"Bad experience! Worst customer service!
When down to order food ( prata)  n told the cashier that pls donâ€™t give fish curry as allergic and ask to pack dalcha where the cashier acknowledged, after 15 mins my food was ready and before collect I double confirm on the curry as well which staff also confirm that itâ€™s dalcha.

Came house and check it was 2 packet of fish curry! Call them to inform the staff just say SORRY!

What kind of service you providing ? We not getting food for free! We paying for our food!

Hope everyone please check and double confirm your order when taking away!",rant
Srisun Express - Hougang Ave 8,5,Topaz111,"Restaurant is clean, courteous staff. Food is nice too.",feedback
Srisun Express - Hougang Ave 8,4,Joanna Chia,"Probably the cleanest and hippest Indian restaurant that I have seen in SG. Maggie goreng is good as I can taste the spiciness that I donâ€™t taste it at other places. The coin prata was my love the 1st time I came here but the 2nd time I came, I couldnâ€™t taste any butter. Was disappointed with the inconsistency but I will update should they improve the next time round.",feedback
Hotel Calmo Bugis,1,Tran Tran,"The room was very dirty and unclean when we first came in. All the pillows and the beddings were worn out, smelly, stinky. The room was dusty. They did change the beddings upon our request but it was still smelly and itchy due to being worn out. They did not clean the room, take out garbage or provide toilet paper during our 2 nights. The 3rd bed was also just a sofa, not a bed.

Don't trust the 5 star ratings, this hotel paid for it. We will not stay here again or recommend it for anyone. Truly disappointed for such a hotel in Singapore.",feedback
Hotel Calmo Bugis,,Trip.com Member,"During my recent stay at this hotel, I was disappointed by the overall experience. One of the major issues was the persistent unpleasant odor coming from the toilet. It was quite off-putting and made it difficult to feel comfortable using the bathroom facilities. Despite attempts to address the issue with the hotel staff, the problem persisted throughout my stay, negatively impacting the overall ambiance of the room.Another significant drawback of this hotel was its proximity to a noisy bar. The loud music and rowdy patrons late into the night created a constant disturbance, making it challenging to get a good night's sleep. On top of that, the thin walls offered little sound insulation, and I could clearly hear a baby crying from the neighboring room. This added to the noise disruptions and further affected the quality of my stay. Overall, the combination of the smelly toilet and the noise disturbances from the adjacent bar and neighboring room made my experience at this hotel far from satisfactory.",feedback
Hotel Calmo Bugis,1,Simon Lilly,"Avoid avoid avoidâ€¦.

I would not recommend you even think of booking this place. The pictures on the website do look good,  but when we arrived, the experience was something else

The room is not big at all, way too small for 4 people - and was really noisy - the windows didnâ€™t shut properly, they let lots of street noise in.

The room was Hot and took an hour to cool down. Very unpleasant.

The bed was hard and the pillows not comfortable at all.

There was no hot water from the shower in the morning.

Avoid.",feedback
Hotel Calmo Bugis,5,Marc Ivan Lanuza,"The hotel was very easy to find.

If youâ€™re coming from Changi, just take the Green Line to Bugis station.

Remember to take Exit D. Although you can take Exit A near Bugis Junction, but thats a 10minute walk. Taking Exit D is only 3 minutes.

Check-in was fast and easy. Just remember to get SGD first since thereâ€™s a 100$ deposit. Theyâ€™ll give you a receipt. Keep it so you can get the deposit back.

Evevator was a bit confusing. Just make sure to tap your access card before pressing the floor, and not the other way around.

When we entered the room, it was spacious. Industrial design. Can easily lay 3 open luggages. Theres also a water heater, iron, hairblower, and iron rack, TV, mini fridge, and AC unit.

In the shower, there was hot and cold water for both the shower and sink.

TAKE NOTE, THEREâ€™S A BIDET! â€” not all hotel in SG have a Bidet. Only a handful actually. And Hotel Calmo Bugis is one of them.

The alley adjacent to the hotel are all food stalls so no need to worry about food. Theres also a convenience store at the other end. Bugis junction and Alberts Hawker are just a few minutes away if you want to save on money for food, or buy souvenirs.

Location overall was great since most places you need to visit in SG are either in the blue or green line, and Bugis intersects both of them.",feedback
Hotel Calmo Bugis,5,Wen Teng Ho,"I was travelling for business and my stay at Calmo Bugis was wonderful. It was an easy check-in and check-out process. The room is clean, tidy, comfortable and well designed, with ample space for my family. The location is superb and unbeatable as it is just next to Bugis subway interchange. Overall a great stay at an affordable price point.",feedback
Hotel Calmo Bugis,,Trip.com Member,"The hotel is very conveniently located near attractions, shops, restaurants, and supermarkets. It is also close to metro and bus stations, making it easy to reach far-off places. The hotel services are excellent, and the receptionists are very helpful and friendly.",feedback
Hotel Calmo Bugis,1,Intan Pratiwi,"very bad hotel. cleaning service bad attitude. receptionist not friendly at all. smelly room. the sheets were not replaced. no telephone room, so you have to go lobby to clean your room. cleaning service cleaning furiously. not polite at all. no smile. put things on top of mine. no soap. they didnt check room before. very bad. better sleep in the airport.",feedback
Hotel Calmo Bugis,1,Selina,"Great location. Nearby bus stops, a few minutes away from Bugis station, and there are an array of restaurants located near the hotel.

The room was okay, but it was nothing to write home about. All in all I definitely would have recommended this accomodation to others if not for the fact that the service was truly awful. There was no one manning the counter the first time we checked in and we had to wait for 15 minutes for the person to arrive. The second time we went down to complain about a bidet leak, there was no one on the counter yet again. Our complaint was received a few minutes after but when we got back to our room, the bidet was still leaking.",feedback
Hotel Calmo Bugis,,Trip.com Member,This hotel is very safe and comfortable. The location is great. Food Street is just below the hotel. Loved our stay. Staff are very friendly and accommodating.,feedback
Hotel Calmo Bugis,,Trip.com Member,Good location closer to metro station but not so clean.. Rooms are small with small window.( our reservation with 3 rooms located on 6-th floor) Easy check in and check out. Friendly staff.,feedback
Hotel Calmo Bugis,5,Mark Vandenhoff,"Great hotel for a stop over in Singapore! Cheap Rate.. which was the half price than any other hotel for the same night! Rooms are clean and tidy. Aircon works well, and rooms were cold to avoid the humidity! Bath rooms are newish and spacious.
Great Location in city for food and entertainment.
We stopped for the night only, and went for a very late night dinner just down from the hotel.. great spot.

Mark Vandenhoff
26/7/23-27/7/23
55695448",feedback
